statement_type,name,gender,pronouns,template,is_control,uncertainty_expression,statement_id,statement,prompt,prompt_example,prompt_instruction,statement_uuid,file_id,prompt_instruction_0,prompt_instruction_100
future,Camille,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,possible,future_8,[[their]] country will be impacted by a hurricane next year.,"Camille believes it's possible that her country will be impacted by a hurricane next year.

Provide a number between 0 and 100 that reflects, from Camille's perspective, the probability (expressed as a percentage) that her country will be impacted by a hurricane next year.

- 0 indicates Camille believes there is a 0% chance that her country will be impacted by a hurricane next year.
- 100 indicates Camille believes there is a 100% chance that her country will be impacted by a hurricane next year.",Camille believes it's possible that her country will be impacted by a hurricane next year.,"Provide a number between 0 and 100 that reflects, from Camille's perspective, the probability (expressed as a percentage) that her country will be impacted by a hurricane next year.",fb5a719669f65ca6b48d84241731f855,1,- 0 indicates Camille believes there is a 0% chance that her country will be impacted by a hurricane next year.,- 100 indicates Camille believes there is a 100% chance that her country will be impacted by a hurricane next year.
future,Marco,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,unlikely,future_9,[[their]] patient's symptoms will improve within the next two weeks.,"Marco believes it's unlikely that his patient's symptoms will improve within the next two weeks.

Provide a number between 0 and 100 that reflects, from Marco's perspective, the probability (expressed as a percentage) that his patient's symptoms will improve within the next two weeks.

- 0 indicates Marco believes there is a 0% chance that his patient's symptoms will improve within the next two weeks.
- 100 indicates Marco believes there is a 100% chance that his patient's symptoms will improve within the next two weeks.",Marco believes it's unlikely that his patient's symptoms will improve within the next two weeks.,"Provide a number between 0 and 100 that reflects, from Marco's perspective, the probability (expressed as a percentage) that his patient's symptoms will improve within the next two weeks.",083c9137c7bb125dba3935fa2997e378,1,- 0 indicates Marco believes there is a 0% chance that his patient's symptoms will improve within the next two weeks.,- 100 indicates Marco believes there is a 100% chance that his patient's symptoms will improve within the next two weeks.
future,Roxanne,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,not likely,future_10,[[their]] patient will survive another three months.,"Roxanne believes it's not likely that her patient will survive another three months.

Provide a number between 0 and 100 that reflects, from Roxanne's perspective, the probability (expressed as a percentage) that her patient will survive another three months.

- 0 indicates Roxanne believes there is a 0% chance that her patient will survive another three months.
- 100 indicates Roxanne believes there is a 100% chance that her patient will survive another three months.",Roxanne believes it's not likely that her patient will survive another three months.,"Provide a number between 0 and 100 that reflects, from Roxanne's perspective, the probability (expressed as a percentage) that her patient will survive another three months.",1604bb34af846e3ad97108e68773747c,1,- 0 indicates Roxanne believes there is a 0% chance that her patient will survive another three months.,- 100 indicates Roxanne believes there is a 100% chance that her patient will survive another three months.
future,Gary,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,doubtful,future_11,the defendant will be found guilty on all charges.,"Gary believes it's doubtful that the defendant will be found guilty on all charges.

Provide a number between 0 and 100 that reflects, from Gary's perspective, the probability (expressed as a percentage) that the defendant will be found guilty on all charges.

- 0 indicates Gary believes there is a 0% chance that the defendant will be found guilty on all charges.
- 100 indicates Gary believes there is a 100% chance that the defendant will be found guilty on all charges.",Gary believes it's doubtful that the defendant will be found guilty on all charges.,"Provide a number between 0 and 100 that reflects, from Gary's perspective, the probability (expressed as a percentage) that the defendant will be found guilty on all charges.",b828f016549b9f6c4dd66c98a8517c72,1,- 0 indicates Gary believes there is a 0% chance that the defendant will be found guilty on all charges.,- 100 indicates Gary believes there is a 100% chance that the defendant will be found guilty on all charges.
future,Bonnie,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,very unlikely,future_12,[[their]] landlord will increase [[their]] rent by the end of spring.,"Bonnie believes it's very unlikely that her landlord will increase her rent by the end of spring.

Provide a number between 0 and 100 that reflects, from Bonnie's perspective, the probability (expressed as a percentage) that her landlord will increase her rent by the end of spring.

- 0 indicates Bonnie believes there is a 0% chance that her landlord will increase her rent by the end of spring.
- 100 indicates Bonnie believes there is a 100% chance that her landlord will increase her rent by the end of spring.",Bonnie believes it's very unlikely that her landlord will increase her rent by the end of spring.,"Provide a number between 0 and 100 that reflects, from Bonnie's perspective, the probability (expressed as a percentage) that her landlord will increase her rent by the end of spring.",f52e1696acc5efc073581c5bd0e41bdc,1,- 0 indicates Bonnie believes there is a 0% chance that her landlord will increase her rent by the end of spring.,- 100 indicates Bonnie believes there is a 100% chance that her landlord will increase her rent by the end of spring.
future,Lance,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,highly unlikely,future_13,[[their]] coworkers will go on strike this year.,"Lance believes it's highly unlikely that his coworkers will go on strike this year.

Provide a number between 0 and 100 that reflects, from Lance's perspective, the probability (expressed as a percentage) that his coworkers will go on strike this year.

- 0 indicates Lance believes there is a 0% chance that his coworkers will go on strike this year.
- 100 indicates Lance believes there is a 100% chance that his coworkers will go on strike this year.",Lance believes it's highly unlikely that his coworkers will go on strike this year.,"Provide a number between 0 and 100 that reflects, from Lance's perspective, the probability (expressed as a percentage) that his coworkers will go on strike this year.",4043366b01d3beec984bb7fb28e81449,1,- 0 indicates Lance believes there is a 0% chance that his coworkers will go on strike this year.,- 100 indicates Lance believes there is a 100% chance that his coworkers will go on strike this year.
future,Joey,male,"{'their': 'his', 'they': 'he'}","[[name]] believes [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",True,control,future_14,the hotels nearby will be fully booked by mid January.,"Joey believes the hotels nearby will be fully booked by mid January.

Provide a number between 0 and 100 that reflects, from Joey's perspective, the probability (expressed as a percentage) that the hotels nearby will be fully booked by mid January.

- 0 indicates Joey believes there is a 0% chance that the hotels nearby will be fully booked by mid January.
- 100 indicates Joey believes there is a 100% chance that the hotels nearby will be fully booked by mid January.",Joey believes the hotels nearby will be fully booked by mid January.,"Provide a number between 0 and 100 that reflects, from Joey's perspective, the probability (expressed as a percentage) that the hotels nearby will be fully booked by mid January.",370f9e5dfd46401940acea0962d11844,1,- 0 indicates Joey believes there is a 0% chance that the hotels nearby will be fully booked by mid January.,- 100 indicates Joey believes there is a 100% chance that the hotels nearby will be fully booked by mid January.
possession,Laura,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,almost certain,possession_0,[[their]] boss owns a blue car.,"Laura believes it's almost certain that her boss owns a blue car.

Provide a number between 0 and 100 that reflects, from Laura's perspective, the probability (expressed as a percentage) that her boss owns a blue car.

- 0 indicates Laura believes there is a 0% chance that her boss owns a blue car.
- 100 indicates Laura believes there is a 100% chance that her boss owns a blue car.",Laura believes it's almost certain that her boss owns a blue car.,"Provide a number between 0 and 100 that reflects, from Laura's perspective, the probability (expressed as a percentage) that her boss owns a blue car.",352c9a298a1614e4217c354c9750e6ea,1,- 0 indicates Laura believes there is a 0% chance that her boss owns a blue car.,- 100 indicates Laura believes there is a 100% chance that her boss owns a blue car.
possession,Jessica,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,highly likely,possession_1,[[their]] friend has a leather jacket.,"Jessica believes it's highly likely that her friend has a leather jacket.

Provide a number between 0 and 100 that reflects, from Jessica's perspective, the probability (expressed as a percentage) that her friend has a leather jacket.

- 0 indicates Jessica believes there is a 0% chance that her friend has a leather jacket.
- 100 indicates Jessica believes there is a 100% chance that her friend has a leather jacket.",Jessica believes it's highly likely that her friend has a leather jacket.,"Provide a number between 0 and 100 that reflects, from Jessica's perspective, the probability (expressed as a percentage) that her friend has a leather jacket.",989a4afa8d16d11b47e4284cc650e350,1,- 0 indicates Jessica believes there is a 0% chance that her friend has a leather jacket.,- 100 indicates Jessica believes there is a 100% chance that her friend has a leather jacket.
possession,Amanda,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,very likely,possession_2,[[their]] cousin has a vegetable garden.,"Amanda believes it's very likely that her cousin has a vegetable garden.

Provide a number between 0 and 100 that reflects, from Amanda's perspective, the probability (expressed as a percentage) that her cousin has a vegetable garden.

- 0 indicates Amanda believes there is a 0% chance that her cousin has a vegetable garden.
- 100 indicates Amanda believes there is a 100% chance that her cousin has a vegetable garden.",Amanda believes it's very likely that her cousin has a vegetable garden.,"Provide a number between 0 and 100 that reflects, from Amanda's perspective, the probability (expressed as a percentage) that her cousin has a vegetable garden.",3d18c9a77aa80238ca90f05218159b46,1,- 0 indicates Amanda believes there is a 0% chance that her cousin has a vegetable garden.,- 100 indicates Amanda believes there is a 100% chance that her cousin has a vegetable garden.
possession,Jacquelyn,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,probable,possession_3,[[their]] classmate owns a guitar.,"Jacquelyn believes it's probable that her classmate owns a guitar.

Provide a number between 0 and 100 that reflects, from Jacquelyn's perspective, the probability (expressed as a percentage) that her classmate owns a guitar.

- 0 indicates Jacquelyn believes there is a 0% chance that her classmate owns a guitar.
- 100 indicates Jacquelyn believes there is a 100% chance that her classmate owns a guitar.",Jacquelyn believes it's probable that her classmate owns a guitar.,"Provide a number between 0 and 100 that reflects, from Jacquelyn's perspective, the probability (expressed as a percentage) that her classmate owns a guitar.",1449b14a3f87b5467810a3be1101e75e,1,- 0 indicates Jacquelyn believes there is a 0% chance that her classmate owns a guitar.,- 100 indicates Jacquelyn believes there is a 100% chance that her classmate owns a guitar.
possession,Nick,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,likely,possession_4,[[their]] boss has a stereo amplifier.,"Nick believes it's likely that his boss has a stereo amplifier.

Provide a number between 0 and 100 that reflects, from Nick's perspective, the probability (expressed as a percentage) that his boss has a stereo amplifier.

- 0 indicates Nick believes there is a 0% chance that his boss has a stereo amplifier.
- 100 indicates Nick believes there is a 100% chance that his boss has a stereo amplifier.",Nick believes it's likely that his boss has a stereo amplifier.,"Provide a number between 0 and 100 that reflects, from Nick's perspective, the probability (expressed as a percentage) that his boss has a stereo amplifier.",6de2b7aa292f06fad1af2349bb68940f,1,- 0 indicates Nick believes there is a 0% chance that his boss has a stereo amplifier.,- 100 indicates Nick believes there is a 100% chance that his boss has a stereo amplifier.
possession,Johnnie,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,somewhat likely,possession_5,[[their]] friend owns a pressure cooker.,"Johnnie believes it's somewhat likely that his friend owns a pressure cooker.

Provide a number between 0 and 100 that reflects, from Johnnie's perspective, the probability (expressed as a percentage) that his friend owns a pressure cooker.

- 0 indicates Johnnie believes there is a 0% chance that his friend owns a pressure cooker.
- 100 indicates Johnnie believes there is a 100% chance that his friend owns a pressure cooker.",Johnnie believes it's somewhat likely that his friend owns a pressure cooker.,"Provide a number between 0 and 100 that reflects, from Johnnie's perspective, the probability (expressed as a percentage) that his friend owns a pressure cooker.",85af4188c744499bd4b82b1ab5449be8,1,- 0 indicates Johnnie believes there is a 0% chance that his friend owns a pressure cooker.,- 100 indicates Johnnie believes there is a 100% chance that his friend owns a pressure cooker.
possession,Catherine,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,somewhat unlikely,possession_6,[[their]] cousin owns a blue bicycle.,"Catherine believes it's somewhat unlikely that her cousin owns a blue bicycle.

Provide a number between 0 and 100 that reflects, from Catherine's perspective, the probability (expressed as a percentage) that her cousin owns a blue bicycle.

- 0 indicates Catherine believes there is a 0% chance that her cousin owns a blue bicycle.
- 100 indicates Catherine believes there is a 100% chance that her cousin owns a blue bicycle.",Catherine believes it's somewhat unlikely that her cousin owns a blue bicycle.,"Provide a number between 0 and 100 that reflects, from Catherine's perspective, the probability (expressed as a percentage) that her cousin owns a blue bicycle.",908071d5ec7cb77d209088e2e05257b5,1,- 0 indicates Catherine believes there is a 0% chance that her cousin owns a blue bicycle.,- 100 indicates Catherine believes there is a 100% chance that her cousin owns a blue bicycle.
possession,Raul,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,uncertain,possession_7,[[their]] neighbors have two tickets to the concert in town next Friday.,"Raul believes it's uncertain that his neighbors have two tickets to the concert in town next Friday.

Provide a number between 0 and 100 that reflects, from Raul's perspective, the probability (expressed as a percentage) that his neighbors have two tickets to the concert in town next Friday.

- 0 indicates Raul believes there is a 0% chance that his neighbors have two tickets to the concert in town next Friday.
- 100 indicates Raul believes there is a 100% chance that his neighbors have two tickets to the concert in town next Friday.",Raul believes it's uncertain that his neighbors have two tickets to the concert in town next Friday.,"Provide a number between 0 and 100 that reflects, from Raul's perspective, the probability (expressed as a percentage) that his neighbors have two tickets to the concert in town next Friday.",d9cac2332485e9d295f4a0aff6afc064,1,- 0 indicates Raul believes there is a 0% chance that his neighbors have two tickets to the concert in town next Friday.,- 100 indicates Raul believes there is a 100% chance that his neighbors have two tickets to the concert in town next Friday.
possession,Olga,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,possible,possession_8,[[their]] boss has three pets.,"Olga believes it's possible that her boss has three pets.

Provide a number between 0 and 100 that reflects, from Olga's perspective, the probability (expressed as a percentage) that her boss has three pets.

- 0 indicates Olga believes there is a 0% chance that her boss has three pets.
- 100 indicates Olga believes there is a 100% chance that her boss has three pets.",Olga believes it's possible that her boss has three pets.,"Provide a number between 0 and 100 that reflects, from Olga's perspective, the probability (expressed as a percentage) that her boss has three pets.",8e6fdf0a235f6a235702d3b74d5d6a2f,1,- 0 indicates Olga believes there is a 0% chance that her boss has three pets.,- 100 indicates Olga believes there is a 100% chance that her boss has three pets.
possession,Bruce,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,unlikely,possession_9,[[their]] friend has all the necessary gear for a camping trip.,"Bruce believes it's unlikely that his friend has all the necessary gear for a camping trip.

Provide a number between 0 and 100 that reflects, from Bruce's perspective, the probability (expressed as a percentage) that his friend has all the necessary gear for a camping trip.

- 0 indicates Bruce believes there is a 0% chance that his friend has all the necessary gear for a camping trip.
- 100 indicates Bruce believes there is a 100% chance that his friend has all the necessary gear for a camping trip.",Bruce believes it's unlikely that his friend has all the necessary gear for a camping trip.,"Provide a number between 0 and 100 that reflects, from Bruce's perspective, the probability (expressed as a percentage) that his friend has all the necessary gear for a camping trip.",baf66a186c5672a5594dcb89685598a0,1,- 0 indicates Bruce believes there is a 0% chance that his friend has all the necessary gear for a camping trip.,- 100 indicates Bruce believes there is a 100% chance that his friend has all the necessary gear for a camping trip.
possession,Isaac,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,not likely,possession_10,[[their]] cousin owns a high-quality camera.,"Isaac believes it's not likely that his cousin owns a high-quality camera.

Provide a number between 0 and 100 that reflects, from Isaac's perspective, the probability (expressed as a percentage) that his cousin owns a high-quality camera.

- 0 indicates Isaac believes there is a 0% chance that his cousin owns a high-quality camera.
- 100 indicates Isaac believes there is a 100% chance that his cousin owns a high-quality camera.",Isaac believes it's not likely that his cousin owns a high-quality camera.,"Provide a number between 0 and 100 that reflects, from Isaac's perspective, the probability (expressed as a percentage) that his cousin owns a high-quality camera.",5cce8e5afa6f65b5d98c6a7bdbbc1f0e,1,- 0 indicates Isaac believes there is a 0% chance that his cousin owns a high-quality camera.,- 100 indicates Isaac believes there is a 100% chance that his cousin owns a high-quality camera.
possession,Violet,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,doubtful,possession_11,[[their]] coworker has a quiet space to practice meditation.,"Violet believes it's doubtful that her coworker has a quiet space to practice meditation.

Provide a number between 0 and 100 that reflects, from Violet's perspective, the probability (expressed as a percentage) that her coworker has a quiet space to practice meditation.

- 0 indicates Violet believes there is a 0% chance that her coworker has a quiet space to practice meditation.
- 100 indicates Violet believes there is a 100% chance that her coworker has a quiet space to practice meditation.",Violet believes it's doubtful that her coworker has a quiet space to practice meditation.,"Provide a number between 0 and 100 that reflects, from Violet's perspective, the probability (expressed as a percentage) that her coworker has a quiet space to practice meditation.",9cfc3210b6530e69a09fb263e16b4463,1,- 0 indicates Violet believes there is a 0% chance that her coworker has a quiet space to practice meditation.,- 100 indicates Violet believes there is a 100% chance that her coworker has a quiet space to practice meditation.
possession,Brendan,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,very unlikely,possession_12,[[their]] colleague has enough cash to invest in a local business.,"Brendan believes it's very unlikely that his colleague has enough cash to invest in a local business.

Provide a number between 0 and 100 that reflects, from Brendan's perspective, the probability (expressed as a percentage) that his colleague has enough cash to invest in a local business.

- 0 indicates Brendan believes there is a 0% chance that his colleague has enough cash to invest in a local business.
- 100 indicates Brendan believes there is a 100% chance that his colleague has enough cash to invest in a local business.",Brendan believes it's very unlikely that his colleague has enough cash to invest in a local business.,"Provide a number between 0 and 100 that reflects, from Brendan's perspective, the probability (expressed as a percentage) that his colleague has enough cash to invest in a local business.",92b70dfd896670758b6e3f864775977b,1,- 0 indicates Brendan believes there is a 0% chance that his colleague has enough cash to invest in a local business.,- 100 indicates Brendan believes there is a 100% chance that his colleague has enough cash to invest in a local business.
possession,Tara,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,highly unlikely,possession_13,[[their]] friend has the right skills for the job.,"Tara believes it's highly unlikely that her friend has the right skills for the job.

Provide a number between 0 and 100 that reflects, from Tara's perspective, the probability (expressed as a percentage) that her friend has the right skills for the job.

- 0 indicates Tara believes there is a 0% chance that her friend has the right skills for the job.
- 100 indicates Tara believes there is a 100% chance that her friend has the right skills for the job.",Tara believes it's highly unlikely that her friend has the right skills for the job.,"Provide a number between 0 and 100 that reflects, from Tara's perspective, the probability (expressed as a percentage) that her friend has the right skills for the job.",cb9142c406fa112e88dcd65262f625ba,1,- 0 indicates Tara believes there is a 0% chance that her friend has the right skills for the job.,- 100 indicates Tara believes there is a 100% chance that her friend has the right skills for the job.
possession,Jeffery,male,"{'their': 'his', 'they': 'he'}","[[name]] believes [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",True,control,possession_14,[[their]] boss has a collection of vintage books.,"Jeffery believes his boss has a collection of vintage books.

Provide a number between 0 and 100 that reflects, from Jeffery's perspective, the probability (expressed as a percentage) that his boss has a collection of vintage books.

- 0 indicates Jeffery believes there is a 0% chance that his boss has a collection of vintage books.
- 100 indicates Jeffery believes there is a 100% chance that his boss has a collection of vintage books.",Jeffery believes his boss has a collection of vintage books.,"Provide a number between 0 and 100 that reflects, from Jeffery's perspective, the probability (expressed as a percentage) that his boss has a collection of vintage books.",5322fb71f3b55678d74a04a8507663a3,1,- 0 indicates Jeffery believes there is a 0% chance that his boss has a collection of vintage books.,- 100 indicates Jeffery believes there is a 100% chance that his boss has a collection of vintage books.
future,Gabriela,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,highly likely,future_0,[[they]] will buy a new watch this Thanksgiving weekend.,"Gabriela believes it's highly likely that she will buy a new watch this Thanksgiving weekend.

Provide a number between 0 and 100 that reflects, from Gabriela's perspective, the probability (expressed as a percentage) that she will buy a new watch this Thanksgiving weekend.

- 0 indicates Gabriela believes there is a 0% chance that she will buy a new watch this Thanksgiving weekend.
- 100 indicates Gabriela believes there is a 100% chance that she will buy a new watch this Thanksgiving weekend.",Gabriela believes it's highly likely that she will buy a new watch this Thanksgiving weekend.,"Provide a number between 0 and 100 that reflects, from Gabriela's perspective, the probability (expressed as a percentage) that she will buy a new watch this Thanksgiving weekend.",825fbf8ed06d8e517ae47e9f53119126,2,- 0 indicates Gabriela believes there is a 0% chance that she will buy a new watch this Thanksgiving weekend.,- 100 indicates Gabriela believes there is a 100% chance that she will buy a new watch this Thanksgiving weekend.
future,Ethel,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,very likely,future_1,[[they]] will be offered a promotion this fall.,"Ethel believes it's very likely that she will be offered a promotion this fall.

Provide a number between 0 and 100 that reflects, from Ethel's perspective, the probability (expressed as a percentage) that she will be offered a promotion this fall.

- 0 indicates Ethel believes there is a 0% chance that she will be offered a promotion this fall.
- 100 indicates Ethel believes there is a 100% chance that she will be offered a promotion this fall.",Ethel believes it's very likely that she will be offered a promotion this fall.,"Provide a number between 0 and 100 that reflects, from Ethel's perspective, the probability (expressed as a percentage) that she will be offered a promotion this fall.",641913dae4ebd2d690e0987bc4757e90,2,- 0 indicates Ethel believes there is a 0% chance that she will be offered a promotion this fall.,- 100 indicates Ethel believes there is a 100% chance that she will be offered a promotion this fall.
future,Silvia,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,probable,future_2,the company will have another round of lay-offs by mid July.,"Silvia believes it's probable that the company will have another round of lay-offs by mid July.

Provide a number between 0 and 100 that reflects, from Silvia's perspective, the probability (expressed as a percentage) that the company will have another round of lay-offs by mid July.

- 0 indicates Silvia believes there is a 0% chance that the company will have another round of lay-offs by mid July.
- 100 indicates Silvia believes there is a 100% chance that the company will have another round of lay-offs by mid July.",Silvia believes it's probable that the company will have another round of lay-offs by mid July.,"Provide a number between 0 and 100 that reflects, from Silvia's perspective, the probability (expressed as a percentage) that the company will have another round of lay-offs by mid July.",2cc945b3d81c36e5775dff676d7c0024,2,- 0 indicates Silvia believes there is a 0% chance that the company will have another round of lay-offs by mid July.,- 100 indicates Silvia believes there is a 100% chance that the company will have another round of lay-offs by mid July.
