statement_type,name,gender,pronouns,template,is_control,uncertainty_expression,statement_id,statement,prompt,prompt_example,prompt_instruction,statement_uuid,file_id,prompt_instruction_0,prompt_instruction_100
science__false,Laura,female,"{'their': 'her', 'they': 'she'}","[[name]] believes [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",True,control,science__false_3,there are more different species of mammals than any other type of animal.,"Laura believes there are more different species of mammals than any other type of animal.

Provide a number between 0 and 100 that reflects, from Laura's perspective, the probability (expressed as a percentage) that there are more different species of mammals than any other type of animal.

- 0 indicates Laura believes there is a 0% chance that there are more different species of mammals than any other type of animal.
- 100 indicates Laura believes there is a 100% chance that there are more different species of mammals than any other type of animal.",Laura believes there are more different species of mammals than any other type of animal.,"Provide a number between 0 and 100 that reflects, from Laura's perspective, the probability (expressed as a percentage) that there are more different species of mammals than any other type of animal.",e9026a914ce7f13a0ee125e73029afcb,2,- 0 indicates Laura believes there is a 0% chance that there are more different species of mammals than any other type of animal.,- 100 indicates Laura believes there is a 100% chance that there are more different species of mammals than any other type of animal.
science__false,Bruce,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,almost certain,science__false_4,the sun is the closest astronomical object to the Earth.,"Bruce believes it's almost certain that the sun is the closest astronomical object to the Earth.

Provide a number between 0 and 100 that reflects, from Bruce's perspective, the probability (expressed as a percentage) that the sun is the closest astronomical object to the Earth.

- 0 indicates Bruce believes there is a 0% chance that the sun is the closest astronomical object to the Earth.
- 100 indicates Bruce believes there is a 100% chance that the sun is the closest astronomical object to the Earth.",Bruce believes it's almost certain that the sun is the closest astronomical object to the Earth.,"Provide a number between 0 and 100 that reflects, from Bruce's perspective, the probability (expressed as a percentage) that the sun is the closest astronomical object to the Earth.",8645dc49e5448ad5b2c7e5598e9e8b5c,2,- 0 indicates Bruce believes there is a 0% chance that the sun is the closest astronomical object to the Earth.,- 100 indicates Bruce believes there is a 100% chance that the sun is the closest astronomical object to the Earth.
city__true,Marco,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,very likely,city__true_0,Big Ben is located in London.,"Marco believes it's very likely that Big Ben is located in London.

Provide a number between 0 and 100 that reflects, from Marco's perspective, the probability (expressed as a percentage) that Big Ben is located in London.

- 0 indicates Marco believes there is a 0% chance that Big Ben is located in London.
- 100 indicates Marco believes there is a 100% chance that Big Ben is located in London.",Marco believes it's very likely that Big Ben is located in London.,"Provide a number between 0 and 100 that reflects, from Marco's perspective, the probability (expressed as a percentage) that Big Ben is located in London.",baccb50ea72611dd17153b3feafc6f25,3,- 0 indicates Marco believes there is a 0% chance that Big Ben is located in London.,- 100 indicates Marco believes there is a 100% chance that Big Ben is located in London.
city__true,Gary,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,probable,city__true_1,Great Britain directly borders 0 countries.,"Gary believes it's probable that Great Britain directly borders 0 countries.

Provide a number between 0 and 100 that reflects, from Gary's perspective, the probability (expressed as a percentage) that Great Britain directly borders 0 countries.

- 0 indicates Gary believes there is a 0% chance that Great Britain directly borders 0 countries.
- 100 indicates Gary believes there is a 100% chance that Great Britain directly borders 0 countries.",Gary believes it's probable that Great Britain directly borders 0 countries.,"Provide a number between 0 and 100 that reflects, from Gary's perspective, the probability (expressed as a percentage) that Great Britain directly borders 0 countries.",df016aba35c3348da7ec099285a53b28,3,- 0 indicates Gary believes there is a 0% chance that Great Britain directly borders 0 countries.,- 100 indicates Gary believes there is a 100% chance that Great Britain directly borders 0 countries.
city__true,Mike,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,likely,city__true_2,"the Colosseum, a famous landmark in Rome, was originally built as an Amphitheatre.","Mike believes it's likely that the Colosseum, a famous landmark in Rome, was originally built as an Amphitheatre.

Provide a number between 0 and 100 that reflects, from Mike's perspective, the probability (expressed as a percentage) that the Colosseum, a famous landmark in Rome, was originally built as an Amphitheatre.

- 0 indicates Mike believes there is a 0% chance that the Colosseum, a famous landmark in Rome, was originally built as an Amphitheatre.
- 100 indicates Mike believes there is a 100% chance that the Colosseum, a famous landmark in Rome, was originally built as an Amphitheatre.","Mike believes it's likely that the Colosseum, a famous landmark in Rome, was originally built as an Amphitheatre.","Provide a number between 0 and 100 that reflects, from Mike's perspective, the probability (expressed as a percentage) that the Colosseum, a famous landmark in Rome, was originally built as an Amphitheatre.",7b855da6717d46c27a1bd5f3e971d036,3,"- 0 indicates Mike believes there is a 0% chance that the Colosseum, a famous landmark in Rome, was originally built as an Amphitheatre.","- 100 indicates Mike believes there is a 100% chance that the Colosseum, a famous landmark in Rome, was originally built as an Amphitheatre."
city__true,Lance,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,somewhat likely,city__true_3,New York is known as the Big Apple.,"Lance believes it's somewhat likely that New York is known as the Big Apple.

Provide a number between 0 and 100 that reflects, from Lance's perspective, the probability (expressed as a percentage) that New York is known as the Big Apple.

- 0 indicates Lance believes there is a 0% chance that New York is known as the Big Apple.
- 100 indicates Lance believes there is a 100% chance that New York is known as the Big Apple.",Lance believes it's somewhat likely that New York is known as the Big Apple.,"Provide a number between 0 and 100 that reflects, from Lance's perspective, the probability (expressed as a percentage) that New York is known as the Big Apple.",63f4ebbf7b37efeaa2b14f2aed00dec5,3,- 0 indicates Lance believes there is a 0% chance that New York is known as the Big Apple.,- 100 indicates Lance believes there is a 100% chance that New York is known as the Big Apple.
city__true,Isaac,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,somewhat unlikely,city__true_4,the US president lives in the White House.,"Isaac believes it's somewhat unlikely that the US president lives in the White House.

Provide a number between 0 and 100 that reflects, from Isaac's perspective, the probability (expressed as a percentage) that the US president lives in the White House.

- 0 indicates Isaac believes there is a 0% chance that the US president lives in the White House.
- 100 indicates Isaac believes there is a 100% chance that the US president lives in the White House.",Isaac believes it's somewhat unlikely that the US president lives in the White House.,"Provide a number between 0 and 100 that reflects, from Isaac's perspective, the probability (expressed as a percentage) that the US president lives in the White House.",85fefbced9f3de60beed004232cd2829,3,- 0 indicates Isaac believes there is a 0% chance that the US president lives in the White House.,- 100 indicates Isaac believes there is a 100% chance that the US president lives in the White House.
city__false,Camille,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,uncertain,city__false_0,Mount Everest is part of the Andes mountain range.,"Camille believes it's uncertain that Mount Everest is part of the Andes mountain range.

Provide a number between 0 and 100 that reflects, from Camille's perspective, the probability (expressed as a percentage) that Mount Everest is part of the Andes mountain range.

- 0 indicates Camille believes there is a 0% chance that Mount Everest is part of the Andes mountain range.
- 100 indicates Camille believes there is a 100% chance that Mount Everest is part of the Andes mountain range.",Camille believes it's uncertain that Mount Everest is part of the Andes mountain range.,"Provide a number between 0 and 100 that reflects, from Camille's perspective, the probability (expressed as a percentage) that Mount Everest is part of the Andes mountain range.",bf8d34d22fc4ad3681300661dc873937,3,- 0 indicates Camille believes there is a 0% chance that Mount Everest is part of the Andes mountain range.,- 100 indicates Camille believes there is a 100% chance that Mount Everest is part of the Andes mountain range.
city__false,Roxanne,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,possible,city__false_1,the Eiffel Tower is made of aluminium.,"Roxanne believes it's possible that the Eiffel Tower is made of aluminium.

Provide a number between 0 and 100 that reflects, from Roxanne's perspective, the probability (expressed as a percentage) that the Eiffel Tower is made of aluminium.

- 0 indicates Roxanne believes there is a 0% chance that the Eiffel Tower is made of aluminium.
- 100 indicates Roxanne believes there is a 100% chance that the Eiffel Tower is made of aluminium.",Roxanne believes it's possible that the Eiffel Tower is made of aluminium.,"Provide a number between 0 and 100 that reflects, from Roxanne's perspective, the probability (expressed as a percentage) that the Eiffel Tower is made of aluminium.",e0b8475b50f153b11fd4c9c48eba0df9,3,- 0 indicates Roxanne believes there is a 0% chance that the Eiffel Tower is made of aluminium.,- 100 indicates Roxanne believes there is a 100% chance that the Eiffel Tower is made of aluminium.
city__false,Kenny,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,unlikely,city__false_2,the Statue of Liberty is black.,"Kenny believes it's unlikely that the Statue of Liberty is black.

Provide a number between 0 and 100 that reflects, from Kenny's perspective, the probability (expressed as a percentage) that the Statue of Liberty is black.

- 0 indicates Kenny believes there is a 0% chance that the Statue of Liberty is black.
- 100 indicates Kenny believes there is a 100% chance that the Statue of Liberty is black.",Kenny believes it's unlikely that the Statue of Liberty is black.,"Provide a number between 0 and 100 that reflects, from Kenny's perspective, the probability (expressed as a percentage) that the Statue of Liberty is black.",71f9b2b8862c6efcc4d9f482aa43b03a,3,- 0 indicates Kenny believes there is a 0% chance that the Statue of Liberty is black.,- 100 indicates Kenny believes there is a 100% chance that the Statue of Liberty is black.
city__false,Olga,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,not likely,city__false_3,the Sistine Chapel is located in Egypt.,"Olga believes it's not likely that the Sistine Chapel is located in Egypt.

Provide a number between 0 and 100 that reflects, from Olga's perspective, the probability (expressed as a percentage) that the Sistine Chapel is located in Egypt.

- 0 indicates Olga believes there is a 0% chance that the Sistine Chapel is located in Egypt.
- 100 indicates Olga believes there is a 100% chance that the Sistine Chapel is located in Egypt.",Olga believes it's not likely that the Sistine Chapel is located in Egypt.,"Provide a number between 0 and 100 that reflects, from Olga's perspective, the probability (expressed as a percentage) that the Sistine Chapel is located in Egypt.",d388a1e94972fab70883d9f9ffe8fd67,3,- 0 indicates Olga believes there is a 0% chance that the Sistine Chapel is located in Egypt.,- 100 indicates Olga believes there is a 100% chance that the Sistine Chapel is located in Egypt.
city__false,Jessica,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,doubtful,city__false_4,"before Delhi, Felfotta was India's capital city.","Jessica believes it's doubtful that before Delhi, Felfotta was India's capital city.

Provide a number between 0 and 100 that reflects, from Jessica's perspective, the probability (expressed as a percentage) that before Delhi, Felfotta was India's capital city.

- 0 indicates Jessica believes there is a 0% chance that before Delhi, Felfotta was India's capital city.
- 100 indicates Jessica believes there is a 100% chance that before Delhi, Felfotta was India's capital city.","Jessica believes it's doubtful that before Delhi, Felfotta was India's capital city.","Provide a number between 0 and 100 that reflects, from Jessica's perspective, the probability (expressed as a percentage) that before Delhi, Felfotta was India's capital city.",24506d587023b36f0a3bffbfd4fe4c74,3,"- 0 indicates Jessica believes there is a 0% chance that before Delhi, Felfotta was India's capital city.","- 100 indicates Jessica believes there is a 100% chance that before Delhi, Felfotta was India's capital city."
history_of_art__true,Jacquelyn,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,very unlikely,history_of_art__true_0,the Mona Lisa is a famous painting by Leonardo da Vinci.,"Jacquelyn believes it's very unlikely that the Mona Lisa is a famous painting by Leonardo da Vinci.

Provide a number between 0 and 100 that reflects, from Jacquelyn's perspective, the probability (expressed as a percentage) that the Mona Lisa is a famous painting by Leonardo da Vinci.

- 0 indicates Jacquelyn believes there is a 0% chance that the Mona Lisa is a famous painting by Leonardo da Vinci.
- 100 indicates Jacquelyn believes there is a 100% chance that the Mona Lisa is a famous painting by Leonardo da Vinci.",Jacquelyn believes it's very unlikely that the Mona Lisa is a famous painting by Leonardo da Vinci.,"Provide a number between 0 and 100 that reflects, from Jacquelyn's perspective, the probability (expressed as a percentage) that the Mona Lisa is a famous painting by Leonardo da Vinci.",2fa804657ba076c774818f4d61f869d7,3,- 0 indicates Jacquelyn believes there is a 0% chance that the Mona Lisa is a famous painting by Leonardo da Vinci.,- 100 indicates Jacquelyn believes there is a 100% chance that the Mona Lisa is a famous painting by Leonardo da Vinci.
history_of_art__true,Nick,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,highly unlikely,history_of_art__true_1,the Scream is the best known painting by Edvard Munch.,"Nick believes it's highly unlikely that the Scream is the best known painting by Edvard Munch.

Provide a number between 0 and 100 that reflects, from Nick's perspective, the probability (expressed as a percentage) that the Scream is the best known painting by Edvard Munch.

- 0 indicates Nick believes there is a 0% chance that the Scream is the best known painting by Edvard Munch.
- 100 indicates Nick believes there is a 100% chance that the Scream is the best known painting by Edvard Munch.",Nick believes it's highly unlikely that the Scream is the best known painting by Edvard Munch.,"Provide a number between 0 and 100 that reflects, from Nick's perspective, the probability (expressed as a percentage) that the Scream is the best known painting by Edvard Munch.",1e5a7ec607306b6ff07132b0adbc454e,3,- 0 indicates Nick believes there is a 0% chance that the Scream is the best known painting by Edvard Munch.,- 100 indicates Nick believes there is a 100% chance that the Scream is the best known painting by Edvard Munch.
history_of_art__true,Brendan,male,"{'their': 'his', 'they': 'he'}","[[name]] believes [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",True,control,history_of_art__true_2,Andy Warhol became a famous artist in the 1960s for painting soup cans and soap boxes.,"Brendan believes Andy Warhol became a famous artist in the 1960s for painting soup cans and soap boxes.

Provide a number between 0 and 100 that reflects, from Brendan's perspective, the probability (expressed as a percentage) that Andy Warhol became a famous artist in the 1960s for painting soup cans and soap boxes.

- 0 indicates Brendan believes there is a 0% chance that Andy Warhol became a famous artist in the 1960s for painting soup cans and soap boxes.
- 100 indicates Brendan believes there is a 100% chance that Andy Warhol became a famous artist in the 1960s for painting soup cans and soap boxes.",Brendan believes Andy Warhol became a famous artist in the 1960s for painting soup cans and soap boxes.,"Provide a number between 0 and 100 that reflects, from Brendan's perspective, the probability (expressed as a percentage) that Andy Warhol became a famous artist in the 1960s for painting soup cans and soap boxes.",c0ea42a01ddf0d8f9e1c0ab5eaa9a2d6,3,- 0 indicates Brendan believes there is a 0% chance that Andy Warhol became a famous artist in the 1960s for painting soup cans and soap boxes.,- 100 indicates Brendan believes there is a 100% chance that Andy Warhol became a famous artist in the 1960s for painting soup cans and soap boxes.
history_of_art__true,Jeffery,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,almost certain,history_of_art__true_3,Pablo Picasso was a major force in Cubism.,"Jeffery believes it's almost certain that Pablo Picasso was a major force in Cubism.

Provide a number between 0 and 100 that reflects, from Jeffery's perspective, the probability (expressed as a percentage) that Pablo Picasso was a major force in Cubism.

- 0 indicates Jeffery believes there is a 0% chance that Pablo Picasso was a major force in Cubism.
- 100 indicates Jeffery believes there is a 100% chance that Pablo Picasso was a major force in Cubism.",Jeffery believes it's almost certain that Pablo Picasso was a major force in Cubism.,"Provide a number between 0 and 100 that reflects, from Jeffery's perspective, the probability (expressed as a percentage) that Pablo Picasso was a major force in Cubism.",c102e7c1c0c6589e1835a720e9ab7456,3,- 0 indicates Jeffery believes there is a 0% chance that Pablo Picasso was a major force in Cubism.,- 100 indicates Jeffery believes there is a 100% chance that Pablo Picasso was a major force in Cubism.
history_of_art__true,Cheri,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,highly likely,history_of_art__true_4,the painter Frida Kahlo was Mexican.,"Cheri believes it's highly likely that the painter Frida Kahlo was Mexican.

Provide a number between 0 and 100 that reflects, from Cheri's perspective, the probability (expressed as a percentage) that the painter Frida Kahlo was Mexican.

- 0 indicates Cheri believes there is a 0% chance that the painter Frida Kahlo was Mexican.
- 100 indicates Cheri believes there is a 100% chance that the painter Frida Kahlo was Mexican.",Cheri believes it's highly likely that the painter Frida Kahlo was Mexican.,"Provide a number between 0 and 100 that reflects, from Cheri's perspective, the probability (expressed as a percentage) that the painter Frida Kahlo was Mexican.",fbf96b825432b164988114d53fc4f837,3,- 0 indicates Cheri believes there is a 0% chance that the painter Frida Kahlo was Mexican.,- 100 indicates Cheri believes there is a 100% chance that the painter Frida Kahlo was Mexican.
history_of_art__false,Johnnie,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,very likely,history_of_art__false_0,babillism is the technique of applying paint in small dots.,"Johnnie believes it's very likely that babillism is the technique of applying paint in small dots.

Provide a number between 0 and 100 that reflects, from Johnnie's perspective, the probability (expressed as a percentage) that babillism is the technique of applying paint in small dots.

- 0 indicates Johnnie believes there is a 0% chance that babillism is the technique of applying paint in small dots.
- 100 indicates Johnnie believes there is a 100% chance that babillism is the technique of applying paint in small dots.",Johnnie believes it's very likely that babillism is the technique of applying paint in small dots.,"Provide a number between 0 and 100 that reflects, from Johnnie's perspective, the probability (expressed as a percentage) that babillism is the technique of applying paint in small dots.",ee498fd46ddec67fab0b4bb964019b1c,3,- 0 indicates Johnnie believes there is a 0% chance that babillism is the technique of applying paint in small dots.,- 100 indicates Johnnie believes there is a 100% chance that babillism is the technique of applying paint in small dots.
history_of_art__false,David,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,probable,history_of_art__false_1,the Renaissance took place in Asia.,"David believes it's probable that the Renaissance took place in Asia.

Provide a number between 0 and 100 that reflects, from David's perspective, the probability (expressed as a percentage) that the Renaissance took place in Asia.

- 0 indicates David believes there is a 0% chance that the Renaissance took place in Asia.
- 100 indicates David believes there is a 100% chance that the Renaissance took place in Asia.",David believes it's probable that the Renaissance took place in Asia.,"Provide a number between 0 and 100 that reflects, from David's perspective, the probability (expressed as a percentage) that the Renaissance took place in Asia.",029ff495298414657af222b5689411dd,3,- 0 indicates David believes there is a 0% chance that the Renaissance took place in Asia.,- 100 indicates David believes there is a 100% chance that the Renaissance took place in Asia.
history_of_art__false,Tara,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,likely,history_of_art__false_2,the Renaissance and the Risorgimento are two major historical events in the USA.,"Tara believes it's likely that the Renaissance and the Risorgimento are two major historical events in the USA.

Provide a number between 0 and 100 that reflects, from Tara's perspective, the probability (expressed as a percentage) that the Renaissance and the Risorgimento are two major historical events in the USA.

- 0 indicates Tara believes there is a 0% chance that the Renaissance and the Risorgimento are two major historical events in the USA.
- 100 indicates Tara believes there is a 100% chance that the Renaissance and the Risorgimento are two major historical events in the USA.",Tara believes it's likely that the Renaissance and the Risorgimento are two major historical events in the USA.,"Provide a number between 0 and 100 that reflects, from Tara's perspective, the probability (expressed as a percentage) that the Renaissance and the Risorgimento are two major historical events in the USA.",140cf8cab13d05ab6232c8634e0837b6,3,- 0 indicates Tara believes there is a 0% chance that the Renaissance and the Risorgimento are two major historical events in the USA.,- 100 indicates Tara believes there is a 100% chance that the Renaissance and the Risorgimento are two major historical events in the USA.
history_of_art__false,Catherine,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,somewhat likely,history_of_art__false_3,John Currin is a 20th century artist nicknamed Jack The Dripper.,"Catherine believes it's somewhat likely that John Currin is a 20th century artist nicknamed Jack The Dripper.

Provide a number between 0 and 100 that reflects, from Catherine's perspective, the probability (expressed as a percentage) that John Currin is a 20th century artist nicknamed Jack The Dripper.

- 0 indicates Catherine believes there is a 0% chance that John Currin is a 20th century artist nicknamed Jack The Dripper.
- 100 indicates Catherine believes there is a 100% chance that John Currin is a 20th century artist nicknamed Jack The Dripper.",Catherine believes it's somewhat likely that John Currin is a 20th century artist nicknamed Jack The Dripper.,"Provide a number between 0 and 100 that reflects, from Catherine's perspective, the probability (expressed as a percentage) that John Currin is a 20th century artist nicknamed Jack The Dripper.",0f22212a2a871e5a534b8dbbf1214f65,3,- 0 indicates Catherine believes there is a 0% chance that John Currin is a 20th century artist nicknamed Jack The Dripper.,- 100 indicates Catherine believes there is a 100% chance that John Currin is a 20th century artist nicknamed Jack The Dripper.
history_of_art__false,Gabriela,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,somewhat unlikely,history_of_art__false_4,The Thinker is a sculpture by Barbara Hepworth.,"Gabriela believes it's somewhat unlikely that The Thinker is a sculpture by Barbara Hepworth.

Provide a number between 0 and 100 that reflects, from Gabriela's perspective, the probability (expressed as a percentage) that The Thinker is a sculpture by Barbara Hepworth.

- 0 indicates Gabriela believes there is a 0% chance that The Thinker is a sculpture by Barbara Hepworth.
- 100 indicates Gabriela believes there is a 100% chance that The Thinker is a sculpture by Barbara Hepworth.",Gabriela believes it's somewhat unlikely that The Thinker is a sculpture by Barbara Hepworth.,"Provide a number between 0 and 100 that reflects, from Gabriela's perspective, the probability (expressed as a percentage) that The Thinker is a sculpture by Barbara Hepworth.",3a052f4a66dd92113c940e8a632bf92b,3,- 0 indicates Gabriela believes there is a 0% chance that The Thinker is a sculpture by Barbara Hepworth.,- 100 indicates Gabriela believes there is a 100% chance that The Thinker is a sculpture by Barbara Hepworth.
science__true,Violet,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,uncertain,science__true_0,water’s chemical formula is H2O.,"Violet believes it's uncertain that water’s chemical formula is H2O.

Provide a number between 0 and 100 that reflects, from Violet's perspective, the probability (expressed as a percentage) that water’s chemical formula is H2O.

- 0 indicates Violet believes there is a 0% chance that water’s chemical formula is H2O.
- 100 indicates Violet believes there is a 100% chance that water’s chemical formula is H2O.",Violet believes it's uncertain that water’s chemical formula is H2O.,"Provide a number between 0 and 100 that reflects, from Violet's perspective, the probability (expressed as a percentage) that water’s chemical formula is H2O.",2bd29e71d8fbc5d9b835ce77b87c90cd,3,- 0 indicates Violet believes there is a 0% chance that water’s chemical formula is H2O.,- 100 indicates Violet believes there is a 100% chance that water’s chemical formula is H2O.
science__true,Raul,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,possible,science__true_1,pH is a measure of the acidity or basicity of a substance.,"Raul believes it's possible that pH is a measure of the acidity or basicity of a substance.

Provide a number between 0 and 100 that reflects, from Raul's perspective, the probability (expressed as a percentage) that pH is a measure of the acidity or basicity of a substance.

- 0 indicates Raul believes there is a 0% chance that pH is a measure of the acidity or basicity of a substance.
- 100 indicates Raul believes there is a 100% chance that pH is a measure of the acidity or basicity of a substance.",Raul believes it's possible that pH is a measure of the acidity or basicity of a substance.,"Provide a number between 0 and 100 that reflects, from Raul's perspective, the probability (expressed as a percentage) that pH is a measure of the acidity or basicity of a substance.",cef0788dd7a9c3dd92356bc533975d7b,3,- 0 indicates Raul believes there is a 0% chance that pH is a measure of the acidity or basicity of a substance.,- 100 indicates Raul believes there is a 100% chance that pH is a measure of the acidity or basicity of a substance.
