firebase_id,prolific_pid,session_id,sentence_set_id,total_time_taken,question_id,question_index,statement_id,statement_text,name,gender,uncertainty_expression,response,time_taken
2qBBwzj16lggjI19zRZOoN96ZQ33,5c291cbeda51990001e32bfa,6616bbc1e7b3c4364cb0cb6d,7__future__possession,343.64,18,28,possession_3,Jacquelyn believes it's unlikely that her classmate owns a guitar.,Jacquelyn,female,unlikely,15,8.529
2qBBwzj16lggjI19zRZOoN96ZQ33,5c291cbeda51990001e32bfa,6616bbc1e7b3c4364cb0cb6d,7__future__possession,343.64,17,29,possession_2,Amanda believes it's possible that her cousin has a vegetable garden.,Amanda,female,possible,75,4.652
2qBBwzj16lggjI19zRZOoN96ZQ33,5c291cbeda51990001e32bfa,6616bbc1e7b3c4364cb0cb6d,7__future__possession,343.64,12,30,future_12,Bonnie believes it's probable that her landlord will increase her rent by the end of spring.,Bonnie,female,probable,85,8.288
Eu9PAyxXNDem3eEZkOEngMCZoey1,5f487aeef92292234068b342,6616bbc4ceeabbcf2da786bf,10__future__possession,314.57800000000003,5,1,future_5,David believes investing in his friend's startup will yield positive returns.,David,male,control,100,11.549
Eu9PAyxXNDem3eEZkOEngMCZoey1,5f487aeef92292234068b342,6616bbc4ceeabbcf2da786bf,10__future__possession,314.57800000000003,4,2,future_4,Kenny believes it's highly unlikely that he will visit New York over winter break.,Kenny,male,highly unlikely,5,19.664
Eu9PAyxXNDem3eEZkOEngMCZoey1,5f487aeef92292234068b342,6616bbc4ceeabbcf2da786bf,10__future__possession,314.57800000000003,7,3,future_7,Cheri believes it's highly likely that there will be pastries provided at the meeting next Monday.,Cheri,female,highly likely,95,6.541
Eu9PAyxXNDem3eEZkOEngMCZoey1,5f487aeef92292234068b342,6616bbc4ceeabbcf2da786bf,10__future__possession,314.57800000000003,27,4,possession_12,Brendan believes it's somewhat unlikely that his colleague has enough cash to invest in a local business.,Brendan,male,somewhat unlikely,30,11.258000000000001
Eu9PAyxXNDem3eEZkOEngMCZoey1,5f487aeef92292234068b342,6616bbc4ceeabbcf2da786bf,10__future__possession,314.57800000000003,8,5,future_8,Camille believes it's very likely that her country will be impacted by a hurricane next year.,Camille,female,very likely,90,9.686
Eu9PAyxXNDem3eEZkOEngMCZoey1,5f487aeef92292234068b342,6616bbc4ceeabbcf2da786bf,10__future__possession,314.57800000000003,17,6,possession_2,Amanda believes it's doubtful that her cousin has a vegetable garden.,Amanda,female,doubtful,20,8.544
Eu9PAyxXNDem3eEZkOEngMCZoey1,5f487aeef92292234068b342,6616bbc4ceeabbcf2da786bf,10__future__possession,314.57800000000003,6,7,future_6,Nathan believes it's almost certain that the band will play his favorite song at the upcoming concert.,Nathan,male,almost certain,100,8.283
Eu9PAyxXNDem3eEZkOEngMCZoey1,5f487aeef92292234068b342,6616bbc4ceeabbcf2da786bf,10__future__possession,314.57800000000003,13,8,future_13,Lance believes it's uncertain that his coworkers will go on strike this year.,Lance,male,uncertain,0,9.117
Eu9PAyxXNDem3eEZkOEngMCZoey1,5f487aeef92292234068b342,6616bbc4ceeabbcf2da786bf,10__future__possession,314.57800000000003,0,9,future_0,Gabriela believes it's unlikely that she will buy a new watch this Thanksgiving weekend.,Gabriela,female,unlikely,0,5.07
Eu9PAyxXNDem3eEZkOEngMCZoey1,5f487aeef92292234068b342,6616bbc4ceeabbcf2da786bf,10__future__possession,314.57800000000003,3,10,future_3,Mike believes it's very unlikely that there will be vegetarian options at the barbecue.,Mike,male,very unlikely,0,6.668
Eu9PAyxXNDem3eEZkOEngMCZoey1,5f487aeef92292234068b342,6616bbc4ceeabbcf2da786bf,10__future__possession,314.57800000000003,1,11,future_1,Ethel believes it's not likely that she will be offered a promotion this fall.,Ethel,female,not likely,20,6.5920000000000005
Eu9PAyxXNDem3eEZkOEngMCZoey1,5f487aeef92292234068b342,6616bbc4ceeabbcf2da786bf,10__future__possession,314.57800000000003,25,12,possession_10,Isaac believes it's likely that his cousin owns a high-quality camera.,Isaac,male,likely,90,7.591
Eu9PAyxXNDem3eEZkOEngMCZoey1,5f487aeef92292234068b342,6616bbc4ceeabbcf2da786bf,10__future__possession,314.57800000000003,20,13,possession_5,Johnnie believes his friend owns a pressure cooker.,Johnnie,male,control,90,4.752
Eu9PAyxXNDem3eEZkOEngMCZoey1,5f487aeef92292234068b342,6616bbc4ceeabbcf2da786bf,10__future__possession,314.57800000000003,11,14,future_11,Gary believes it's somewhat likely that the defendant will be found guilty on all charges.,Gary,male,somewhat likely,80,3.932
Eu9PAyxXNDem3eEZkOEngMCZoey1,5f487aeef92292234068b342,6616bbc4ceeabbcf2da786bf,10__future__possession,314.57800000000003,18,15,possession_3,Jacquelyn believes it's very unlikely that her classmate owns a guitar.,Jacquelyn,female,very unlikely,0,4.095
Eu9PAyxXNDem3eEZkOEngMCZoey1,5f487aeef92292234068b342,6616bbc4ceeabbcf2da786bf,10__future__possession,314.57800000000003,19,16,possession_4,Nick believes it's highly unlikely that his boss has a stereo amplifier.,Nick,male,highly unlikely,5,4.963
Eu9PAyxXNDem3eEZkOEngMCZoey1,5f487aeef92292234068b342,6616bbc4ceeabbcf2da786bf,10__future__possession,314.57800000000003,9,17,future_9,Marco believes it's probable that his patient's symptoms will improve within the next two weeks.,Marco,male,probable,70,4.986
Eu9PAyxXNDem3eEZkOEngMCZoey1,5f487aeef92292234068b342,6616bbc4ceeabbcf2da786bf,10__future__possession,314.57800000000003,23,18,possession_8,Olga believes it's very likely that her boss has three pets.,Olga,female,very likely,85,5.9110000000000005
Eu9PAyxXNDem3eEZkOEngMCZoey1,5f487aeef92292234068b342,6616bbc4ceeabbcf2da786bf,10__future__possession,314.57800000000003,16,19,possession_1,Jessica believes it's not likely that her friend has a leather jacket.,Jessica,female,not likely,5,8.518
Eu9PAyxXNDem3eEZkOEngMCZoey1,5f487aeef92292234068b342,6616bbc4ceeabbcf2da786bf,10__future__possession,314.57800000000003,2,20,future_2,Silvia believes it's doubtful that the company will have another round of lay-offs by mid July.,Silvia,female,doubtful,20,13.438
Eu9PAyxXNDem3eEZkOEngMCZoey1,5f487aeef92292234068b342,6616bbc4ceeabbcf2da786bf,10__future__possession,314.57800000000003,21,21,possession_6,Catherine believes it's almost certain that her cousin owns a blue bicycle.,Catherine,female,almost certain,95,4.897
Eu9PAyxXNDem3eEZkOEngMCZoey1,5f487aeef92292234068b342,6616bbc4ceeabbcf2da786bf,10__future__possession,314.57800000000003,29,22,possession_14,Jeffery believes it's possible that his boss has a collection of vintage books.,Jeffery,male,possible,90,5.301
Eu9PAyxXNDem3eEZkOEngMCZoey1,5f487aeef92292234068b342,6616bbc4ceeabbcf2da786bf,10__future__possession,314.57800000000003,15,23,possession_0,Laura believes it's unlikely that her boss owns a blue car.,Laura,female,unlikely,0,4.211
Eu9PAyxXNDem3eEZkOEngMCZoey1,5f487aeef92292234068b342,6616bbc4ceeabbcf2da786bf,10__future__possession,314.57800000000003,28,24,possession_13,Tara believes it's uncertain that her friend has the right skills for the job.,Tara,female,uncertain,0,4.857
Eu9PAyxXNDem3eEZkOEngMCZoey1,5f487aeef92292234068b342,6616bbc4ceeabbcf2da786bf,10__future__possession,314.57800000000003,22,25,possession_7,Raul believes it's highly likely that his neighbors have two tickets to the concert in town next Friday.,Raul,male,highly likely,95,6.498
Eu9PAyxXNDem3eEZkOEngMCZoey1,5f487aeef92292234068b342,6616bbc4ceeabbcf2da786bf,10__future__possession,314.57800000000003,26,26,possession_11,Violet believes it's somewhat likely that her coworker has a quiet space to practice meditation.,Violet,female,somewhat likely,80,6.133
Eu9PAyxXNDem3eEZkOEngMCZoey1,5f487aeef92292234068b342,6616bbc4ceeabbcf2da786bf,10__future__possession,314.57800000000003,12,27,future_12,Bonnie believes it's somewhat unlikely that her landlord will increase her rent by the end of spring.,Bonnie,female,somewhat unlikely,20,4.292
Eu9PAyxXNDem3eEZkOEngMCZoey1,5f487aeef92292234068b342,6616bbc4ceeabbcf2da786bf,10__future__possession,314.57800000000003,14,28,future_14,Joey believes it's possible that the hotels nearby will be fully booked by mid January.,Joey,male,possible,90,5.953
Eu9PAyxXNDem3eEZkOEngMCZoey1,5f487aeef92292234068b342,6616bbc4ceeabbcf2da786bf,10__future__possession,314.57800000000003,10,29,future_10,Roxanne believes it's likely that her patient will survive another three months.,Roxanne,female,likely,90,5.885
Eu9PAyxXNDem3eEZkOEngMCZoey1,5f487aeef92292234068b342,6616bbc4ceeabbcf2da786bf,10__future__possession,314.57800000000003,24,30,possession_9,Bruce believes it's probable that his friend has all the necessary gear for a camping trip.,Bruce,male,probable,85,4.729
LiUcqDwc3ugiH9a61kp0g5Fp9sy1,5ba6a5a87c0ebe000126d650,661c96d2347c4acb0fbc4cbf,7__imperfect_knowledge__preference,1619.192,10,1,imperfect_knowledge_10,Roxanne believes it's highly likely that the hiking trail is 10 miles long.,Roxanne,female,highly likely,85,13.711
LiUcqDwc3ugiH9a61kp0g5Fp9sy1,5ba6a5a87c0ebe000126d650,661c96d2347c4acb0fbc4cbf,7__imperfect_knowledge__preference,1619.192,20,2,preference_5,Johnnie believes it's doubtful that his cousin prefers summer over winter.,Johnnie,male,doubtful,30,6.706
LiUcqDwc3ugiH9a61kp0g5Fp9sy1,5ba6a5a87c0ebe000126d650,661c96d2347c4acb0fbc4cbf,7__imperfect_knowledge__preference,1619.192,22,3,preference_7,Raul believes it's highly unlikely that his friend prefers stargazing over birdwatching.,Raul,male,highly unlikely,20,21.907
LiUcqDwc3ugiH9a61kp0g5Fp9sy1,5ba6a5a87c0ebe000126d650,661c96d2347c4acb0fbc4cbf,7__imperfect_knowledge__preference,1619.192,26,4,preference_11,Violet believes it's very likely that her neighbor prefers dogs over cats.,Violet,female,very likely,80,4.83
LiUcqDwc3ugiH9a61kp0g5Fp9sy1,5ba6a5a87c0ebe000126d650,661c96d2347c4acb0fbc4cbf,7__imperfect_knowledge__preference,1619.192,25,5,preference_10,Isaac believes it's highly likely that his boss prefers working remotely over working in-person.,Isaac,male,highly likely,80,6.139
LiUcqDwc3ugiH9a61kp0g5Fp9sy1,5ba6a5a87c0ebe000126d650,661c96d2347c4acb0fbc4cbf,7__imperfect_knowledge__preference,1619.192,0,6,imperfect_knowledge_0,Gabriela believes it's somewhat unlikely that the restaurant near her apartment accepts reservations.,Gabriela,female,somewhat unlikely,35,6.845
LiUcqDwc3ugiH9a61kp0g5Fp9sy1,5ba6a5a87c0ebe000126d650,661c96d2347c4acb0fbc4cbf,7__imperfect_knowledge__preference,1619.192,9,7,imperfect_knowledge_9,Marco believes it's almost certain that the local college baseball game starts at 9am on Sunday.,Marco,male,almost certain,95,4.771
LiUcqDwc3ugiH9a61kp0g5Fp9sy1,5ba6a5a87c0ebe000126d650,661c96d2347c4acb0fbc4cbf,7__imperfect_knowledge__preference,1619.192,12,8,imperfect_knowledge_12,Bonnie believes it's probable that she can recall the names of at least seventy countries.,Bonnie,female,probable,60,6.3
LiUcqDwc3ugiH9a61kp0g5Fp9sy1,5ba6a5a87c0ebe000126d650,661c96d2347c4acb0fbc4cbf,7__imperfect_knowledge__preference,1619.192,5,9,imperfect_knowledge_5,David believes it's doubtful that his presentation on macroeconomics takes 45 minutes.,David,male,doubtful,40,8.752
LiUcqDwc3ugiH9a61kp0g5Fp9sy1,5ba6a5a87c0ebe000126d650,661c96d2347c4acb0fbc4cbf,7__imperfect_knowledge__preference,1619.192,11,10,imperfect_knowledge_11,Gary believes it's very likely that his flight will land around 6pm.,Gary,male,very likely,80,3.876
LiUcqDwc3ugiH9a61kp0g5Fp9sy1,5ba6a5a87c0ebe000126d650,661c96d2347c4acb0fbc4cbf,7__imperfect_knowledge__preference,1619.192,28,11,preference_13,Tara believes it's likely that her cousin prefers headphones over earbuds.,Tara,female,likely,65,6.025
LiUcqDwc3ugiH9a61kp0g5Fp9sy1,5ba6a5a87c0ebe000126d650,661c96d2347c4acb0fbc4cbf,7__imperfect_knowledge__preference,1619.192,18,12,preference_3,Jacquelyn believes it's unlikely that her neighbor prefers the beach over the mountains.,Jacquelyn,female,unlikely,35,51.678000000000004
LiUcqDwc3ugiH9a61kp0g5Fp9sy1,5ba6a5a87c0ebe000126d650,661c96d2347c4acb0fbc4cbf,7__imperfect_knowledge__preference,1619.192,24,13,preference_9,Bruce believes it's almost certain that his coworker prefers Chinese food over Mexican food.,Bruce,male,almost certain,95,4.874
LiUcqDwc3ugiH9a61kp0g5Fp9sy1,5ba6a5a87c0ebe000126d650,661c96d2347c4acb0fbc4cbf,7__imperfect_knowledge__preference,1619.192,6,14,imperfect_knowledge_6,Nathan believes it's very unlikely that he can fix a flat tire.,Nathan,male,very unlikely,20,7.384
LiUcqDwc3ugiH9a61kp0g5Fp9sy1,5ba6a5a87c0ebe000126d650,661c96d2347c4acb0fbc4cbf,7__imperfect_knowledge__preference,1619.192,1,15,imperfect_knowledge_1,Ethel believes it's uncertain that the new museum is offering complimentary admission.,Ethel,female,uncertain,35,6.49
LiUcqDwc3ugiH9a61kp0g5Fp9sy1,5ba6a5a87c0ebe000126d650,661c96d2347c4acb0fbc4cbf,7__imperfect_knowledge__preference,1619.192,4,16,imperfect_knowledge_4,Kenny believes it's not likely that the temperature in the office is at least 72 degrees Fahrenheit.,Kenny,male,not likely,30,8.522
LiUcqDwc3ugiH9a61kp0g5Fp9sy1,5ba6a5a87c0ebe000126d650,661c96d2347c4acb0fbc4cbf,7__imperfect_knowledge__preference,1619.192,27,17,preference_12,Brendan believes it's probable that his friend prefers science fiction books over fantasy books.,Brendan,male,probable,65,10.318
LiUcqDwc3ugiH9a61kp0g5Fp9sy1,5ba6a5a87c0ebe000126d650,661c96d2347c4acb0fbc4cbf,7__imperfect_knowledge__preference,1619.192,3,18,imperfect_knowledge_3,Mike believes it's unlikely that there are more than eighty students in the auditorium right now.,Mike,male,unlikely,30,2.986
LiUcqDwc3ugiH9a61kp0g5Fp9sy1,5ba6a5a87c0ebe000126d650,661c96d2347c4acb0fbc4cbf,7__imperfect_knowledge__preference,1619.192,21,19,preference_6,Catherine believes it's very unlikely that her boss prefers yoga over pilates.,Catherine,female,very unlikely,15,2.86
LiUcqDwc3ugiH9a61kp0g5Fp9sy1,5ba6a5a87c0ebe000126d650,661c96d2347c4acb0fbc4cbf,7__imperfect_knowledge__preference,1619.192,19,20,preference_4,Nick believes it's not likely that his coworker prefers reading books over watching movies.,Nick,male,not likely,35,15.088000000000001
LiUcqDwc3ugiH9a61kp0g5Fp9sy1,5ba6a5a87c0ebe000126d650,661c96d2347c4acb0fbc4cbf,7__imperfect_knowledge__preference,1619.192,23,21,preference_8,Olga believes her neighbor prefers sunrise over sunset.,Olga,female,control,50,12.923
LiUcqDwc3ugiH9a61kp0g5Fp9sy1,5ba6a5a87c0ebe000126d650,661c96d2347c4acb0fbc4cbf,7__imperfect_knowledge__preference,1619.192,15,22,preference_0,Laura believes it's somewhat unlikely that her cousin prefers spinach over broccoli.,Laura,female,somewhat unlikely,35,20.088
LiUcqDwc3ugiH9a61kp0g5Fp9sy1,5ba6a5a87c0ebe000126d650,661c96d2347c4acb0fbc4cbf,7__imperfect_knowledge__preference,1619.192,17,23,preference_2,Amanda believes it's possible that her friend prefers running over cycling.,Amanda,female,possible,50,7.095
LiUcqDwc3ugiH9a61kp0g5Fp9sy1,5ba6a5a87c0ebe000126d650,661c96d2347c4acb0fbc4cbf,7__imperfect_knowledge__preference,1619.192,14,24,imperfect_knowledge_14,Joey believes it's somewhat likely that everything fits in his suitcase.,Joey,male,somewhat likely,60,7.4990000000000006
LiUcqDwc3ugiH9a61kp0g5Fp9sy1,5ba6a5a87c0ebe000126d650,661c96d2347c4acb0fbc4cbf,7__imperfect_knowledge__preference,1619.192,16,25,preference_1,Jessica believes it's uncertain that her boss prefers coffee over tea.,Jessica,female,uncertain,50,25.476
LiUcqDwc3ugiH9a61kp0g5Fp9sy1,5ba6a5a87c0ebe000126d650,661c96d2347c4acb0fbc4cbf,7__imperfect_knowledge__preference,1619.192,8,26,imperfect_knowledge_8,Camille believes she can derive the theorem presented in class today within 5 minutes.,Camille,female,control,60,13.780000000000001
LiUcqDwc3ugiH9a61kp0g5Fp9sy1,5ba6a5a87c0ebe000126d650,661c96d2347c4acb0fbc4cbf,7__imperfect_knowledge__preference,1619.192,2,27,imperfect_knowledge_2,Silvia believes it's possible that there is a yoga studio within 2 miles of her workplace.,Silvia,female,possible,50,19.786
LiUcqDwc3ugiH9a61kp0g5Fp9sy1,5ba6a5a87c0ebe000126d650,661c96d2347c4acb0fbc4cbf,7__imperfect_knowledge__preference,1619.192,29,28,preference_14,Jeffery believes it's somewhat likely that his neighbor prefers dancing over singing.,Jeffery,male,somewhat likely,60,13.65
LiUcqDwc3ugiH9a61kp0g5Fp9sy1,5ba6a5a87c0ebe000126d650,661c96d2347c4acb0fbc4cbf,7__imperfect_knowledge__preference,1619.192,13,29,imperfect_knowledge_13,Lance believes it's likely that his boss meets the new client at least two times per week.,Lance,male,likely,65,3.505
LiUcqDwc3ugiH9a61kp0g5Fp9sy1,5ba6a5a87c0ebe000126d650,661c96d2347c4acb0fbc4cbf,7__imperfect_knowledge__preference,1619.192,7,30,imperfect_knowledge_7,Cheri believes it's highly unlikely that her friend can do a handstand.,Cheri,female,highly unlikely,10,3.329
JfkOsQWFrRbqId71f6t8L72gRBn1,63e55887d67a5c7e32a678fa,661c96de7da1dae707c984e1,10__future__possession,366.063,8,1,future_8,Camille believes it's very likely that her country will be impacted by a hurricane next year.,Camille,female,very likely,100,7.719
JfkOsQWFrRbqId71f6t8L72gRBn1,63e55887d67a5c7e32a678fa,661c96de7da1dae707c984e1,10__future__possession,366.063,3,2,future_3,Mike believes it's very unlikely that there will be vegetarian options at the barbecue.,Mike,male,very unlikely,0,7.279
JfkOsQWFrRbqId71f6t8L72gRBn1,63e55887d67a5c7e32a678fa,661c96de7da1dae707c984e1,10__future__possession,366.063,17,3,possession_2,Amanda believes it's doubtful that her cousin has a vegetable garden.,Amanda,female,doubtful,90,12.477
JfkOsQWFrRbqId71f6t8L72gRBn1,63e55887d67a5c7e32a678fa,661c96de7da1dae707c984e1,10__future__possession,366.063,18,4,possession_3,Jacquelyn believes it's very unlikely that her classmate owns a guitar.,Jacquelyn,female,very unlikely,100,9.426
JfkOsQWFrRbqId71f6t8L72gRBn1,63e55887d67a5c7e32a678fa,661c96de7da1dae707c984e1,10__future__possession,366.063,0,5,future_0,Gabriela believes it's unlikely that she will buy a new watch this Thanksgiving weekend.,Gabriela,female,unlikely,0,10.428
JfkOsQWFrRbqId71f6t8L72gRBn1,63e55887d67a5c7e32a678fa,661c96de7da1dae707c984e1,10__future__possession,366.063,12,6,future_12,Bonnie believes it's somewhat unlikely that her landlord will increase her rent by the end of spring.,Bonnie,female,somewhat unlikely,0,11.757
JfkOsQWFrRbqId71f6t8L72gRBn1,63e55887d67a5c7e32a678fa,661c96de7da1dae707c984e1,10__future__possession,366.063,28,7,possession_13,Tara believes it's uncertain that her friend has the right skills for the job.,Tara,female,uncertain,50,18.404
JfkOsQWFrRbqId71f6t8L72gRBn1,63e55887d67a5c7e32a678fa,661c96de7da1dae707c984e1,10__future__possession,366.063,7,8,future_7,Cheri believes it's highly likely that there will be pastries provided at the meeting next Monday.,Cheri,female,highly likely,100,6.5
JfkOsQWFrRbqId71f6t8L72gRBn1,63e55887d67a5c7e32a678fa,661c96de7da1dae707c984e1,10__future__possession,366.063,10,9,future_10,Roxanne believes it's likely that her patient will survive another three months.,Roxanne,female,likely,95,6.279
JfkOsQWFrRbqId71f6t8L72gRBn1,63e55887d67a5c7e32a678fa,661c96de7da1dae707c984e1,10__future__possession,366.063,15,10,possession_0,Laura believes it's unlikely that her boss owns a blue car.,Laura,female,unlikely,0,6.755
JfkOsQWFrRbqId71f6t8L72gRBn1,63e55887d67a5c7e32a678fa,661c96de7da1dae707c984e1,10__future__possession,366.063,19,11,possession_4,Nick believes it's highly unlikely that his boss has a stereo amplifier.,Nick,male,highly unlikely,0,7.525
JfkOsQWFrRbqId71f6t8L72gRBn1,63e55887d67a5c7e32a678fa,661c96de7da1dae707c984e1,10__future__possession,366.063,23,12,possession_8,Olga believes it's very likely that her boss has three pets.,Olga,female,very likely,100,11.453
JfkOsQWFrRbqId71f6t8L72gRBn1,63e55887d67a5c7e32a678fa,661c96de7da1dae707c984e1,10__future__possession,366.063,6,13,future_6,Nathan believes it's almost certain that the band will play his favorite song at the upcoming concert.,Nathan,male,almost certain,95,7.355
JfkOsQWFrRbqId71f6t8L72gRBn1,63e55887d67a5c7e32a678fa,661c96de7da1dae707c984e1,10__future__possession,366.063,14,14,future_14,Joey believes it's possible that the hotels nearby will be fully booked by mid January.,Joey,male,possible,90,13.271
JfkOsQWFrRbqId71f6t8L72gRBn1,63e55887d67a5c7e32a678fa,661c96de7da1dae707c984e1,10__future__possession,366.063,2,15,future_2,Silvia believes it's doubtful that the company will have another round of lay-offs by mid July.,Silvia,female,doubtful,0,7.695
JfkOsQWFrRbqId71f6t8L72gRBn1,63e55887d67a5c7e32a678fa,661c96de7da1dae707c984e1,10__future__possession,366.063,4,16,future_4,Kenny believes it's highly unlikely that he will visit New York over winter break.,Kenny,male,highly unlikely,0,8.989
JfkOsQWFrRbqId71f6t8L72gRBn1,63e55887d67a5c7e32a678fa,661c96de7da1dae707c984e1,10__future__possession,366.063,22,17,possession_7,Raul believes it's highly likely that his neighbors have two tickets to the concert in town next Friday.,Raul,male,highly likely,100,10.611
JfkOsQWFrRbqId71f6t8L72gRBn1,63e55887d67a5c7e32a678fa,661c96de7da1dae707c984e1,10__future__possession,366.063,24,18,possession_9,Bruce believes it's probable that his friend has all the necessary gear for a camping trip.,Bruce,male,probable,95,7.694
JfkOsQWFrRbqId71f6t8L72gRBn1,63e55887d67a5c7e32a678fa,661c96de7da1dae707c984e1,10__future__possession,366.063,1,19,future_1,Ethel believes it's not likely that she will be offered a promotion this fall.,Ethel,female,not likely,0,7.073
JfkOsQWFrRbqId71f6t8L72gRBn1,63e55887d67a5c7e32a678fa,661c96de7da1dae707c984e1,10__future__possession,366.063,5,20,future_5,David believes investing in his friend's startup will yield positive returns.,David,male,control,100,20.307000000000002
JfkOsQWFrRbqId71f6t8L72gRBn1,63e55887d67a5c7e32a678fa,661c96de7da1dae707c984e1,10__future__possession,366.063,20,21,possession_5,Johnnie believes his friend owns a pressure cooker.,Johnnie,male,control,100,6.415
JfkOsQWFrRbqId71f6t8L72gRBn1,63e55887d67a5c7e32a678fa,661c96de7da1dae707c984e1,10__future__possession,366.063,27,22,possession_12,Brendan believes it's somewhat unlikely that his colleague has enough cash to invest in a local business.,Brendan,male,somewhat unlikely,10,8.268
JfkOsQWFrRbqId71f6t8L72gRBn1,63e55887d67a5c7e32a678fa,661c96de7da1dae707c984e1,10__future__possession,366.063,13,23,future_13,Lance believes it's uncertain that his coworkers will go on strike this year.,Lance,male,uncertain,50,4.377
JfkOsQWFrRbqId71f6t8L72gRBn1,63e55887d67a5c7e32a678fa,661c96de7da1dae707c984e1,10__future__possession,366.063,29,24,possession_14,Jeffery believes it's possible that his boss has a collection of vintage books.,Jeffery,male,possible,100,5.331
JfkOsQWFrRbqId71f6t8L72gRBn1,63e55887d67a5c7e32a678fa,661c96de7da1dae707c984e1,10__future__possession,366.063,26,25,possession_11,Violet believes it's somewhat likely that her coworker has a quiet space to practice meditation.,Violet,female,somewhat likely,95,17.966
JfkOsQWFrRbqId71f6t8L72gRBn1,63e55887d67a5c7e32a678fa,661c96de7da1dae707c984e1,10__future__possession,366.063,11,26,future_11,Gary believes it's somewhat likely that the defendant will be found guilty on all charges.,Gary,male,somewhat likely,90,10.784
JfkOsQWFrRbqId71f6t8L72gRBn1,63e55887d67a5c7e32a678fa,661c96de7da1dae707c984e1,10__future__possession,366.063,16,27,possession_1,Jessica believes it's not likely that her friend has a leather jacket.,Jessica,female,not likely,0,7.537
JfkOsQWFrRbqId71f6t8L72gRBn1,63e55887d67a5c7e32a678fa,661c96de7da1dae707c984e1,10__future__possession,366.063,25,28,possession_10,Isaac believes it's likely that his cousin owns a high-quality camera.,Isaac,male,likely,95,6.890000000000001
JfkOsQWFrRbqId71f6t8L72gRBn1,63e55887d67a5c7e32a678fa,661c96de7da1dae707c984e1,10__future__possession,366.063,21,29,possession_6,Catherine believes it's almost certain that her cousin owns a blue bicycle.,Catherine,female,almost certain,95,7.71
JfkOsQWFrRbqId71f6t8L72gRBn1,63e55887d67a5c7e32a678fa,661c96de7da1dae707c984e1,10__future__possession,366.063,9,30,future_9,Marco believes it's probable that his patient's symptoms will improve within the next two weeks.,Marco,male,probable,90,7.221
1kU8F49rsUPJTwO552cRIzkBfrt1,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,18,1,preference_3,Jacquelyn believes it's very unlikely that her neighbor prefers the beach over the mountains.,Jacquelyn,female,very unlikely,80,28.532
1kU8F49rsUPJTwO552cRIzkBfrt1,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,25,2,preference_10,Isaac believes it's likely that his boss prefers working remotely over working in-person.,Isaac,male,likely,90,12.801
1kU8F49rsUPJTwO552cRIzkBfrt1,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,0,3,imperfect_knowledge_0,Gabriela believes it's unlikely that the restaurant near her apartment accepts reservations.,Gabriela,female,unlikely,0,20.265
1kU8F49rsUPJTwO552cRIzkBfrt1,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,19,4,preference_4,Nick believes it's highly unlikely that his coworker prefers reading books over watching movies.,Nick,male,highly unlikely,0,37.475
1kU8F49rsUPJTwO552cRIzkBfrt1,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,11,5,imperfect_knowledge_11,Gary believes it's somewhat likely that his flight will land around 6pm.,Gary,male,somewhat likely,80,8.361
1kU8F49rsUPJTwO552cRIzkBfrt1,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,7,6,imperfect_knowledge_7,Cheri believes it's highly likely that her friend can do a handstand.,Cheri,female,highly likely,90,16.547
1kU8F49rsUPJTwO552cRIzkBfrt1,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,15,7,preference_0,Laura believes it's unlikely that her cousin prefers spinach over broccoli.,Laura,female,unlikely,10,58.001
1kU8F49rsUPJTwO552cRIzkBfrt1,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,6,8,imperfect_knowledge_6,Nathan believes it's almost certain that he can fix a flat tire.,Nathan,male,almost certain,95,49.747
1kU8F49rsUPJTwO552cRIzkBfrt1,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,20,9,preference_5,Johnnie believes his cousin prefers summer over winter.,Johnnie,male,control,95,11.697000000000001
1kU8F49rsUPJTwO552cRIzkBfrt1,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,10,10,imperfect_knowledge_10,Roxanne believes it's likely that the hiking trail is 10 miles long.,Roxanne,female,likely,95,4.889
1kU8F49rsUPJTwO552cRIzkBfrt1,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,27,11,preference_12,Brendan believes it's somewhat unlikely that his friend prefers science fiction books over fantasy books.,Brendan,male,somewhat unlikely,10,10.986
1kU8F49rsUPJTwO552cRIzkBfrt1,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,23,12,preference_8,Olga believes it's very likely that her neighbor prefers sunrise over sunset.,Olga,female,very likely,85,10.120000000000001
